paper_id,ok,word_count,math_equation_references,math_greek_letters,math_math_symbols,math_total_math_indicators,stat_p_value,stat_confidence_interval,stat_significance,stat_cohens_d,stat_total_statistical,code_github_links,code_code_available_mentions,code_has_code_link,fig_figure_count,fig_unique_figures,table_table_count,table_unique_tables,comp_vs_mentions,comp_compared_to,comp_outperforms,comp_total_comparisons,dataset_dataset_mentions,dataset_unique_known_datasets,dataset_known_datasets,contrib_has_contributions_statement,contrib_bullet_points_in_intro,limit_has_limitations_section,limit_limitation_mentions,ablation_ablation_mentions,ablation_ablation_study,runs_runs_mentions,runs_seeds_mentions,runs_averaged_over,runs_total_reproducibility_indicators,error_std_mentions,error_plus_minus_symbols,error_error_bars,error_variance_mentions,error_total_error_reporting,readability_flesch_reading_ease,readability_flesch_kincaid_grade,hype_state_of_the_art,hype_revolutionary,hype_significant_improvement,hype_novel,hype_total_hype_words,metrics_unique_metrics_count,metrics_total_metric_mentions,metrics_metrics_found
10976719.pdf,True,13548,64,2,0,66,0,0,3,0,3,0,0,False,31,1,5,2,4,0,0,4,149,1,['kinetics'],False,0,False,11,0,0,0,0,0,0,0,0,0,0,0,52.2,7.48,1,0,0,1,2,3,9,"['accuracy', 'precision', 'map']"
11159185.pdf,True,9517,0,0,0,0,1,0,9,0,10,2,0,True,14,1,8,2,1,4,2,7,43,1,['bookcorpus'],False,0,False,4,4,3,5,0,0,5,1,0,0,0,1,36.36,10.62,11,0,3,4,18,7,25,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'map', 'loss']"
Securing_Data_With_Blockchain_and_AI.pdf,True,7462,0,0,0,0,0,0,0,0,0,0,0,False,12,1,0,0,0,0,0,0,1,1,['places'],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,40.55,10.57,1,0,0,0,1,0,0,[]
11087593.pdf,True,9374,11,0,4,15,0,0,9,0,9,0,0,False,18,1,8,2,0,2,5,7,17,2,"['coco', 'pascal voc']",False,0,False,5,8,8,1,0,0,1,0,0,0,0,0,32.54,11.08,1,0,2,6,9,5,40,"['accuracy', 'precision', 'iou', 'map', 'loss']"
Off-Grid_DOA_Estimation_for_Colocated_MIMO_Radar_via_Reduced-Complexity_Sparse_Bayesian_Learning.pdf,True,7052,76,2,30,108,0,0,0,0,0,0,0,False,29,2,0,0,0,0,0,0,0,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,8,8,82.74,3.97,0,0,0,2,2,3,26,"['accuracy', 'f1', 'rmse']"
10955437.pdf,True,10331,17,0,3,20,0,0,13,0,13,0,0,False,14,1,17,2,0,4,1,5,2,0,[],False,0,False,4,0,0,0,0,0,0,0,0,0,0,0,33.89,10.01,0,3,2,4,9,4,18,"['accuracy', 'precision', 'map', 'loss']"
11005535.pdf,True,11168,4,0,14,18,0,0,10,0,10,0,0,False,19,1,8,2,0,5,1,6,5,2,"['mnist', 'cifar']",True,0,False,0,0,0,0,0,0,0,0,0,0,0,0,33.94,10.49,0,0,3,4,7,5,23,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11112590.pdf,True,29202,1,0,2,3,0,0,29,0,29,0,0,False,7,1,6,2,0,3,1,4,26,1,['places'],False,0,False,25,0,0,2,1,0,3,0,0,0,0,0,41.16,9.23,1,0,5,13,19,6,26,"['accuracy', 'precision', 'mse', 'map', 'loss', 'error rate']"
10988610.pdf,True,11876,2,0,10,12,0,0,4,0,4,2,1,True,61,2,9,2,4,20,2,26,7,4,"['imagenet', 'mnist', 'cifar', 'pascal voc']",False,0,False,3,2,0,0,0,0,0,0,0,0,0,0,41.31,9.62,1,0,1,1,3,6,177,"['accuracy', 'precision', 'rmse', 'map', 'loss', 'top-1']"
10994437.pdf,True,16780,26,0,7,33,3,1,21,0,25,0,0,False,44,1,47,2,1,7,3,11,195,1,['places'],False,0,False,4,4,4,3,0,0,3,0,0,0,0,0,38.34,11.28,4,0,6,4,14,9,166,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'auc', 'roc', 'map', 'loss']"
11016718.pdf,True,23516,32,0,27,59,5,8,32,0,45,0,0,False,61,1,23,2,5,11,11,27,75,0,[],False,0,False,20,1,1,19,1,0,20,0,0,0,12,12,27.27,12.58,6,1,8,5,20,8,312,"['accuracy', 'precision', 'rmse', 'mse', 'mae', 'r2', 'r-squared', 'loss']"
11151540.pdf,True,13887,6,2,1,9,0,0,2,0,2,0,0,False,9,1,8,2,2,2,0,4,10,0,[],False,0,False,3,0,0,0,0,0,0,0,0,0,0,0,48.34,8.1,1,1,3,0,5,4,11,"['accuracy', 'precision', 'map', 'loss']"
10971939.pdf,True,16593,3,13,0,16,0,0,11,0,11,0,0,False,13,2,12,2,1,8,8,17,19,1,['places'],False,0,False,5,0,0,6,0,0,6,1,0,0,2,3,17.37,13.75,1,1,1,6,9,2,8,"['accuracy', 'map']"
11075759.pdf,True,6304,3,2,5,10,0,0,2,0,2,0,0,False,12,2,15,2,2,2,0,4,15,0,[],False,0,False,4,0,0,0,0,0,0,0,0,0,0,0,21.77,13.77,0,0,2,0,2,6,69,"['accuracy', 'precision', 'recall', 'f1', 'roc', 'loss']"
11082156.pdf,True,9214,0,0,23,23,0,0,2,0,2,0,0,False,19,1,26,2,8,3,4,15,13,2,"['mnist', 'cifar']",False,0,False,1,3,0,3,0,0,3,0,0,0,4,4,40.79,9.73,1,0,0,1,2,3,98,"['accuracy', 'precision', 'auc']"
11123134.pdf,True,11665,5,0,13,18,0,0,10,0,10,0,0,False,32,1,25,2,0,10,3,13,38,0,[],False,0,False,7,0,0,0,0,0,0,1,0,0,3,4,43.15,9.5,0,0,1,0,1,7,136,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11096536.pdf,True,6977,11,0,6,17,0,0,2,0,2,0,0,False,18,1,8,2,1,4,5,10,9,0,[],False,0,False,4,0,0,0,0,0,0,0,0,0,0,0,47.21,8.44,0,0,0,4,4,5,105,"['accuracy', 'precision', 'mae', 'map', 'loss']"
11048496.pdf,True,11705,22,1,23,46,0,0,13,0,13,0,0,False,20,2,29,2,1,8,4,13,49,2,"['coco', 'places']",False,0,False,4,1,1,0,1,0,1,0,0,0,3,3,43.5,9.42,1,0,7,0,8,5,139,"['accuracy', 'precision', 'recall', 'map', 'loss']"
11313059.pdf,True,8210,20,0,5,25,0,0,3,0,3,0,0,False,13,1,16,2,1,1,3,5,13,0,[],False,0,False,1,0,0,0,0,0,0,6,0,0,0,6,44.66,9.09,0,0,0,1,1,5,26,"['accuracy', 'auc', 'mse', 'mae', 'loss']"
A_Method_for_Guaranteeing_Wireless_Communication_Based_on_a_Combination_of_Deep_and_Shallow_Learning.pdf,True,5636,28,0,11,39,0,0,0,0,0,0,0,False,18,2,2,1,0,0,0,0,23,0,[],False,0,False,1,0,0,0,0,0,0,0,0,0,1,1,63.64,6.19,2,0,0,1,3,6,24,"['accuracy', 'auc', 'roc', 'mse', 'map', 'loss']"
11146786.pdf,True,9538,1,0,7,8,0,0,4,0,4,0,0,False,13,1,8,2,2,7,5,14,16,1,['glue'],False,0,False,2,0,0,2,0,0,2,2,0,0,2,4,38.07,10.48,0,0,1,2,3,6,34,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'loss']"
11009015.pdf,True,9658,41,0,24,65,0,0,7,0,7,0,0,False,14,2,14,2,0,9,3,12,18,1,['places'],False,0,False,5,0,0,1,0,0,1,0,0,0,0,0,48.31,8.72,2,0,4,6,12,7,89,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11018431.pdf,True,7558,6,0,4,10,0,0,3,0,3,0,0,False,15,1,22,2,0,5,12,17,19,1,['glue'],False,0,False,1,1,0,1,1,0,2,0,0,0,0,0,37.7,10.38,0,0,4,3,7,5,35,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11299858.pdf,True,8240,60,0,31,91,0,0,1,0,1,0,0,False,11,2,19,2,2,0,2,4,34,0,[],False,0,False,0,5,0,7,6,0,13,3,3,0,2,8,40.62,10.27,0,0,0,0,0,2,3,"['r2', 'loss']"
11052238.pdf,True,7193,6,0,4,10,0,0,4,0,4,0,0,False,14,1,5,2,1,9,6,16,55,1,['kinetics'],False,0,False,4,0,0,0,0,0,0,0,0,0,3,3,49.89,8.05,0,0,2,0,2,8,89,"['accuracy', 'precision', 'rmse', 'mse', 'mae', 'r2', 'map', 'loss']"
11153944.pdf,True,9320,17,0,28,45,0,0,3,0,3,0,1,True,24,1,12,2,0,4,2,6,35,3,"['imagenet', 'coco', 'places']",False,0,False,1,2,1,0,0,0,0,0,0,0,1,1,54.77,7.47,1,0,2,7,10,5,50,"['precision', 'recall', 'f1', 'map', 'loss']"
11071712.pdf,True,10992,36,1,18,55,3,0,10,0,13,0,0,False,22,2,5,1,0,7,1,8,27,0,[],True,0,False,0,6,0,0,0,0,0,3,0,0,0,3,50.92,8.78,0,0,3,4,7,5,38,"['accuracy', 'f1', 'rmse', 'mae', 'loss']"
11112552.pdf,True,10152,8,0,2,10,0,0,4,0,4,0,0,False,12,2,18,2,2,5,4,11,26,0,[],False,0,False,4,0,0,0,0,0,0,0,0,0,0,0,27.33,12.25,3,0,1,0,4,9,71,"['accuracy', 'precision', 'recall', 'f1', 'map', 'bleu', 'rouge', 'perplexity', 'loss']"
11129039.pdf,True,13077,4,1,6,11,0,0,5,0,5,0,0,False,2,1,12,2,4,4,1,9,32,3,"['imagenet', 'coco', 'places']",False,0,False,8,0,0,1,0,0,1,0,0,0,0,0,38.18,11.32,1,0,2,0,3,5,67,"['accuracy', 'precision', 'recall', 'map', 'error rate']"
11071303.pdf,True,18718,0,13,6,19,0,0,13,0,13,0,0,False,17,1,23,2,0,6,8,14,24,1,['places'],False,0,False,9,0,0,1,0,0,1,1,0,0,2,3,53.29,7.41,0,0,0,5,5,11,89,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'rmse', 'mae', 'r2', 'r-squared', 'map', 'loss']"
10992689.pdf,True,7014,22,1,6,29,2,0,1,0,3,3,0,True,3,1,19,2,0,0,2,2,8,0,[],False,0,False,0,2,2,1,0,0,1,0,0,0,0,0,48.01,8.51,0,0,3,2,5,2,17,"['map', 'bleu']"
11308102.pdf,True,13513,9,0,29,38,0,0,16,0,16,0,0,False,18,1,27,2,0,2,7,9,90,0,[],False,0,False,7,0,0,0,9,0,9,2,3,0,7,12,26.08,11.96,2,0,5,6,13,5,95,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11155075.pdf,True,14574,48,1,92,141,0,0,5,0,5,0,0,False,15,1,34,2,0,2,7,9,23,2,"['imagenet', 'cifar']",False,0,False,1,0,0,9,0,0,9,0,0,0,0,0,52.61,8.66,9,0,2,4,15,3,41,"['accuracy', 'map', 'loss']"
11184536.pdf,True,7208,40,0,14,54,0,0,8,0,8,1,0,True,35,2,9,2,0,0,0,0,10,1,['places'],False,0,False,1,0,0,0,0,0,0,1,0,0,1,2,29.56,11.9,2,0,1,3,6,5,62,"['accuracy', 'precision', 'recall', 'map', 'loss']"
11112602.pdf,True,15697,18,2,4,24,0,0,7,0,7,0,0,False,28,2,25,2,0,1,1,2,29,1,['imagenet'],False,0,False,8,0,0,2,1,0,3,0,0,0,0,0,36.6,10.02,2,0,2,2,6,6,81,"['accuracy', 'precision', 'recall', 'iou', 'map', 'loss']"
10956131.pdf,True,10407,18,0,4,22,0,0,3,0,3,0,0,False,10,1,21,2,0,1,5,6,43,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,37.19,10.5,0,0,1,1,2,5,6,"['accuracy', 'precision', 'recall', 'auc', 'loss']"
11239041.pdf,True,11702,19,0,20,39,0,0,14,0,14,0,0,False,37,1,14,2,3,3,6,12,87,2,"['imagenet', 'places']",False,0,False,3,0,0,0,0,0,0,0,2,0,1,3,30.91,11.25,0,0,6,3,9,8,164,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
11149669.pdf,True,12864,13,43,21,77,1,0,23,0,24,0,0,False,21,1,24,2,1,2,3,6,51,0,[],True,0,False,1,0,0,2,0,0,2,9,3,0,1,13,38.82,10.52,1,0,4,5,10,8,201,"['accuracy', 'precision', 'recall', 'f1', 'rmse', 'mae', 'map', 'loss']"
10934994.pdf,True,10419,15,1,13,29,0,0,12,0,12,3,0,True,38,1,12,2,0,6,3,9,43,1,['coco'],False,0,False,1,0,0,1,1,0,2,0,0,0,0,0,35.45,10.7,4,1,9,1,15,7,131,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11113271.pdf,True,9449,18,0,46,64,0,0,2,0,2,0,0,False,29,1,19,2,0,4,3,7,29,1,['imagenet'],True,0,False,3,4,1,0,0,0,0,0,0,0,0,0,44.93,8.71,3,0,2,2,7,4,46,"['accuracy', 'mse', 'map', 'loss']"
11284850.pdf,True,12953,29,0,45,74,0,0,4,0,4,1,0,True,32,2,33,2,7,5,13,25,44,3,"['imagenet', 'kinetics', 'ucf']",False,0,False,7,6,2,12,2,3,17,7,10,3,4,24,34.24,10.5,9,0,1,2,12,8,122,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss', 'top-1', 'top-5']"
11192268.pdf,True,10633,23,0,16,39,0,0,4,0,4,0,0,False,27,2,29,2,0,15,1,16,3,0,[],False,0,False,5,0,0,1,0,0,1,0,0,0,5,5,47.28,8.71,1,0,1,2,4,1,9,['accuracy']
Q-Learning_Based_Physical-Layer_Secure_Game_Against_Multiagent_Attacks.pdf,True,7499,48,0,157,205,0,0,0,0,0,0,0,False,12,2,0,0,0,0,0,0,0,0,[],False,0,False,1,0,0,0,0,0,0,0,0,0,2,2,88.48,3.57,0,0,0,0,0,2,4,"['r2', 'loss']"
10945823.pdf,True,14238,0,0,0,0,0,0,1,0,1,0,0,False,14,2,15,2,0,2,0,2,15,0,[],False,0,False,1,0,0,0,3,0,3,0,0,0,0,0,48.84,8.17,0,0,0,4,4,5,12,"['accuracy', 'rmse', 'r2', 'map', 'loss']"
10964278.pdf,True,10444,24,0,8,32,0,0,3,0,3,1,0,True,32,2,3,1,0,5,7,12,7,0,[],False,0,False,2,0,0,6,0,0,6,0,0,0,1,1,48.9,9.32,0,0,1,3,4,2,3,"['accuracy', 'r2']"
11025125.pdf,True,9713,21,0,2,23,0,0,9,0,9,0,0,False,4,2,17,2,0,7,2,9,51,0,[],False,0,False,1,3,2,0,1,0,1,0,0,0,0,0,50.31,8.11,0,0,1,3,4,8,38,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'map', 'bleu', 'loss']"
11146657.pdf,True,6936,0,0,0,0,0,0,1,0,1,0,0,False,9,1,4,2,0,2,5,7,21,0,[],False,0,False,1,0,0,0,0,0,0,1,0,0,0,1,43.06,9.82,1,0,1,3,5,4,75,"['accuracy', 'precision', 'recall', 'f1']"
11015707.pdf,True,11543,54,8,28,90,1,0,13,0,14,0,0,False,20,2,12,2,0,2,1,3,22,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,1,1,45.66,9.1,0,0,1,2,3,6,56,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11155102.pdf,True,11547,18,1,41,60,0,0,9,0,9,0,0,False,29,2,19,2,0,7,3,10,89,4,"['coco', 'pascal voc', 'kitti', 'places']",False,0,False,6,7,1,0,0,1,1,0,2,0,0,2,38.08,9.87,5,0,5,3,13,6,136,"['accuracy', 'precision', 'recall', 'iou', 'map', 'loss']"
11027060.pdf,True,8847,6,0,1,7,0,0,5,0,5,0,0,False,13,2,12,2,0,4,0,4,28,0,[],False,0,False,1,0,0,0,0,0,0,0,0,0,0,0,40.41,9.92,1,0,2,2,5,5,53,"['accuracy', 'rmse', 'mae', 'r2', 'loss']"
11236414.pdf,True,5897,15,0,13,28,0,0,3,0,3,0,0,False,32,2,11,2,5,0,3,8,20,0,[],True,0,False,6,0,0,0,0,0,0,0,0,0,2,2,50.13,8.34,0,0,0,1,1,4,101,"['accuracy', 'r2', 'map', 'loss']"
11091314.pdf,True,15088,8,0,8,16,0,0,15,0,15,0,0,False,31,1,17,2,0,12,5,17,68,2,"['imagenet', 'places']",False,0,False,5,2,0,0,0,0,0,1,0,0,4,5,38.81,10.18,20,2,2,14,38,8,81,"['accuracy', 'precision', 'auc', 'roc', 'mse', 'map', 'loss', 'error rate']"
10963349.pdf,True,10627,48,1,22,71,0,0,6,0,6,0,0,False,46,1,4,2,0,4,2,6,11,0,[],False,0,False,5,0,0,0,0,0,0,1,0,0,1,2,41.22,10.3,0,0,0,1,1,5,50,"['accuracy', 'f1', 'rmse', 'map', 'loss']"
10988600.pdf,True,11158,102,0,96,198,0,0,9,0,9,0,0,False,0,0,12,2,2,5,2,9,100,0,[],False,0,False,2,0,0,0,0,0,0,15,2,0,11,28,42.58,9.78,0,0,3,2,5,6,65,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
10946107.pdf,True,7911,8,1,17,26,0,0,1,0,1,1,0,True,14,1,13,2,0,3,4,7,30,1,['imagenet'],False,0,False,1,0,0,0,0,0,0,1,0,0,0,1,49.67,8.25,0,0,0,2,2,5,63,"['accuracy', 'precision', 'iou', 'map', 'loss']"
11075777.pdf,True,8086,23,0,16,39,0,0,8,0,8,0,0,False,26,2,2,2,0,10,1,11,0,1,['places'],False,0,False,8,0,0,0,0,0,0,0,0,0,0,0,23.02,12.49,6,0,1,3,10,1,1,['precision']
11097880.pdf,True,9905,33,0,12,45,1,0,6,0,7,0,0,False,28,2,24,2,0,6,2,8,0,0,[],False,0,False,4,1,0,3,0,0,3,14,1,1,4,20,45.14,9.44,3,0,1,2,6,4,48,"['accuracy', 'precision', 'r2', 'loss']"
10990021.pdf,True,8708,21,0,27,48,0,0,7,0,7,1,0,True,21,2,6,2,0,1,1,2,27,1,['imagenet'],True,0,False,2,7,1,0,0,0,0,0,0,0,0,0,50.78,7.86,5,0,3,3,11,8,78,"['accuracy', 'precision', 'recall', 'f-score', 'mae', 'iou', 'map', 'loss']"
11115027.pdf,True,8597,28,0,13,41,0,0,1,0,1,1,0,True,19,1,4,2,0,6,3,9,0,1,['places'],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,34.51,11.16,4,0,0,2,6,1,1,['accuracy']
10981632.pdf,True,9826,17,6,47,70,0,0,6,0,6,0,0,False,34,2,7,2,0,6,1,7,17,0,[],False,0,False,0,0,0,0,0,0,0,0,12,0,0,12,53.19,7.98,0,0,1,1,2,5,38,"['accuracy', 'precision', 'rmse', 'r2', 'loss']"
11030563.pdf,True,12831,30,1,82,113,0,0,15,0,15,1,0,True,41,2,5,2,3,9,1,13,0,0,[],False,0,False,3,0,0,2,0,0,2,0,0,0,0,0,38.9,10.8,1,0,3,8,12,3,9,"['accuracy', 'precision', 'loss']"
11267441.pdf,True,16851,17,3,16,36,1,0,14,0,15,0,0,False,38,2,25,2,4,3,7,14,37,0,[],False,0,False,9,0,0,0,0,0,0,1,2,0,4,7,38.51,10.03,2,0,0,8,10,9,72,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss', 'error rate']"
11153634.pdf,True,14310,46,1,27,74,0,0,12,0,12,1,0,True,35,2,35,2,6,8,6,20,0,0,[],True,0,False,4,0,0,14,7,2,23,2,3,0,0,5,33.61,11.46,1,0,2,3,6,3,13,"['accuracy', 'precision', 'loss']"
11202747.pdf,True,14225,64,0,57,121,0,0,14,0,14,0,0,False,24,2,6,2,0,6,8,14,0,0,[],False,0,False,2,0,0,2,0,0,2,0,2,0,1,3,52.72,8.27,2,0,2,0,4,2,10,"['r2', 'loss']"
11214376.pdf,True,8676,42,0,26,68,0,0,6,0,6,0,0,False,14,1,12,2,0,2,3,5,15,0,[],False,0,False,5,4,0,0,0,0,0,0,0,0,0,0,32.21,11.64,1,0,3,1,5,5,35,"['accuracy', 'precision', 'f1', 'map', 'loss']"
11129703.pdf,True,13483,38,0,25,63,0,0,10,0,10,0,0,False,34,1,12,2,0,2,1,3,33,0,[],False,0,False,3,1,0,3,0,0,3,2,0,0,3,5,32.97,11.55,7,0,3,12,22,11,105,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'rmse', 'mse', 'mae', 'iou', 'map', 'loss']"
11250938.pdf,True,10765,8,2,12,22,0,0,5,0,5,0,0,False,17,2,15,2,1,2,0,3,84,1,['imagenet'],False,0,False,4,0,0,0,0,1,1,0,0,0,0,0,38.27,10.04,0,0,0,2,2,5,43,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11005979.pdf,True,13568,0,0,0,0,0,0,10,0,10,0,0,False,28,2,4,2,0,0,0,0,2,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,20.03,13.87,1,1,0,1,3,0,0,[]
11197468.pdf,True,8536,0,0,5,5,0,0,10,0,10,0,0,False,36,1,30,2,0,3,2,5,31,0,[],False,0,False,6,0,0,0,0,0,0,2,5,0,2,9,44.59,9.49,0,0,5,0,5,7,107,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
10960707.pdf,True,10548,31,0,3,34,0,0,8,0,8,0,0,False,37,1,17,2,0,3,1,4,29,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,39.65,10.17,0,0,3,3,6,7,33,"['accuracy', 'precision', 'recall', 'f1', 'roc', 'r2', 'loss']"
11124200.pdf,True,11291,5,3,0,8,5,0,9,0,14,8,0,True,17,1,26,2,2,0,0,2,61,0,[],False,0,False,1,0,0,1,0,0,1,0,0,0,0,0,39.34,10.07,2,0,1,1,4,2,21,"['accuracy', 'map']"
11091277.pdf,True,6748,10,1,3,14,0,0,5,0,5,0,0,False,18,1,12,1,0,3,0,3,23,1,['imagenet'],False,0,False,3,0,0,2,0,0,2,1,0,0,0,1,37.06,9.96,0,0,2,2,4,6,75,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11072343.pdf,True,31876,3,2,8,13,0,0,19,0,19,1,0,True,30,1,13,2,1,10,3,14,63,2,"['mnist', 'places']",False,0,False,7,0,0,0,0,0,0,0,0,0,0,0,43.73,9.03,2,0,9,11,22,6,46,"['accuracy', 'precision', 'mse', 'map', 'loss', 'error rate']"
11305018.pdf,True,11065,34,53,16,103,0,0,13,0,13,1,0,True,26,1,16,2,11,3,1,15,3,2,"['glue', 'superglue']",False,0,False,4,0,0,0,0,0,0,2,0,0,12,14,26.14,11.67,0,0,0,0,0,4,21,"['accuracy', 'r2', 'bleu', 'rouge']"
11036713.pdf,True,21292,20,0,1,21,0,0,13,0,13,0,0,False,20,2,9,2,0,4,0,4,6,0,[],False,0,False,10,0,0,0,0,0,0,0,0,0,1,1,30.43,11.17,3,0,7,3,13,9,47,"['accuracy', 'precision', 'recall', 'f1', 'rmse', 'mae', 'map', 'loss', 'error rate']"
10933972.pdf,True,14780,40,0,6,46,0,0,11,0,11,0,0,False,13,2,12,2,3,1,3,7,10,3,"['imagenet', 'glue', 'squad']",False,0,False,14,0,0,0,0,0,0,0,0,0,1,1,33.43,11.25,1,0,0,2,3,13,37,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'mse', 'mae', 'map', 'bleu', 'loss', 'error rate', 'top-5']"
10979298.pdf,True,11427,19,1,87,107,0,0,4,0,4,0,0,False,20,2,11,2,3,7,1,11,65,0,[],False,0,False,8,0,0,0,1,0,1,3,0,1,11,15,47.53,9.49,0,0,1,1,2,7,88,"['accuracy', 'rmse', 'mse', 'mae', 'r2', 'r-squared', 'loss']"
11048493.pdf,True,14431,17,0,2,19,0,0,12,0,12,0,0,False,27,1,14,2,0,0,0,0,9,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,38.09,10.02,0,0,0,0,0,6,14,"['accuracy', 'precision', 'f1', 'rmse', 'mae', 'map']"
11007591.pdf,True,7393,16,0,14,30,0,0,7,0,7,0,0,False,16,2,10,2,0,1,3,4,13,2,"['imagenet', 'cityscapes']",False,0,False,0,6,2,1,0,0,1,0,0,0,0,0,42.92,9.26,7,0,1,2,10,3,20,"['accuracy', 'map', 'loss']"
11311997.pdf,True,10746,1,5,0,6,0,0,6,0,6,1,0,True,13,1,29,2,2,1,1,4,65,0,[],False,0,False,4,0,0,1,0,0,1,0,0,0,0,0,43.53,9.54,2,0,3,2,7,4,19,"['accuracy', 'precision', 'f1', 'loss']"
10992688.pdf,True,13262,20,3,1,24,0,0,21,0,21,0,0,False,33,2,8,2,0,1,0,1,26,0,[],False,0,False,2,0,0,1,1,0,2,0,0,0,0,0,29.78,11.27,2,0,0,2,4,4,13,"['accuracy', 'precision', 'recall', 'map']"
11024011.pdf,True,11804,63,4,57,124,0,0,15,0,15,0,0,False,2,1,26,2,0,15,9,24,103,0,[],False,0,False,4,0,0,0,1,0,1,0,0,0,1,1,44.87,9.34,9,0,5,4,18,8,119,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'mse', 'mae', 'loss']"
11224574.pdf,True,16693,7,1,2,10,0,0,8,0,8,0,0,False,23,2,23,2,0,5,2,7,39,0,[],False,0,False,30,0,0,0,0,0,0,0,0,0,1,1,22.53,12.74,5,0,0,2,7,7,69,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11119632.pdf,True,5560,26,0,21,47,0,0,4,0,4,0,0,False,24,1,9,2,0,2,0,2,10,0,[],False,0,False,2,2,0,0,0,0,0,0,0,0,0,0,39.37,10.25,0,0,2,0,2,2,20,"['accuracy', 'loss']"
11072476.pdf,True,8702,32,0,54,86,1,0,2,0,3,0,0,False,31,1,12,2,0,2,0,2,15,0,[],False,0,False,1,3,0,3,0,0,3,0,0,0,0,0,44.72,9.61,2,0,4,2,8,6,61,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
Intelligent_Traffic_Engineering_in_Software-Defined_Vehicular_Networking_Based_on_Multi-Path_Routing.pdf,True,5757,3,1,2,6,0,0,0,0,0,0,0,False,6,2,23,1,5,3,0,8,0,1,['places'],False,0,False,0,0,0,2,0,0,2,1,0,0,0,1,72.36,4.73,1,0,0,0,1,2,3,"['map', 'loss']"
10965683.pdf,True,8182,16,0,12,28,0,0,5,0,5,0,0,False,14,1,10,2,1,8,4,13,68,0,[],False,0,False,1,4,0,0,0,0,0,0,0,0,0,0,36.15,10.2,2,0,8,2,12,7,77,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11112561.pdf,True,10315,18,0,3,21,0,0,6,0,6,0,0,False,25,1,16,2,0,3,1,4,26,0,[],False,0,False,1,0,0,3,0,0,3,0,0,0,0,0,50.86,8.39,0,0,3,3,6,6,28,"['accuracy', 'precision', 'recall', 'auc', 'r2', 'map']"
11015548.pdf,True,11065,12,0,15,27,0,0,5,0,5,1,0,True,26,1,24,2,0,2,1,3,21,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,49.11,7.92,0,0,3,0,3,7,94,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11251223.pdf,True,9547,23,0,14,37,0,0,7,0,7,0,0,False,42,2,16,2,0,8,3,11,35,0,[],False,0,False,7,10,6,3,0,0,3,0,10,0,0,10,41.36,9.86,9,0,3,3,15,4,62,"['accuracy', 'rmse', 'mae', 'r2']"
11216344.pdf,True,7894,11,11,7,29,0,0,5,0,5,0,0,False,14,2,9,2,0,4,1,5,24,1,['coco'],False,0,False,4,4,0,4,0,0,4,3,3,0,0,6,33.55,11.03,0,0,1,2,3,5,25,"['accuracy', 'precision', 'recall', 'auc', 'loss']"
11141409.pdf,True,9647,47,0,36,83,0,2,18,0,20,0,0,False,28,1,18,2,0,13,4,17,33,1,['ucf'],False,0,False,3,1,1,0,0,0,0,0,0,0,0,0,49.89,8.74,1,0,1,6,8,4,94,"['accuracy', 'precision', 'map', 'loss']"
